3.500000000000000000e+01,5.092299220456767209e-03,3.500000000000000000e+01,5.195250494680093700e-01,0.000000000000000000e+00,6.620807021125149072e-01,3.342455957700680713e+00,3.928448965317645203e-01,6.629965957410742794e-01
3.500000000000000000e+01,4.151597683874982958e-01,3.500000000000000000e+01,5.228377317787249456e-01,3.981065387406363398e-01,5.784619000736573868e-01,3.361149732065030982e+00,8.017999250934431110e-01,8.541775101296811279e-01
3.500000000000000000e+01,9.391175524911178629e-03,3.500000000000000000e+01,3.127310812454236477e-01,1.103137198270104646e-01,4.269675526509368324e-01,3.371141933013160230e+00,8.641492447220215922e-01,5.700724969139792098e-01
3.500000000000000000e+01,4.492798462080981048e-02,3.500000000000000000e+01,3.623262748092195284e-01,9.413540624269229884e-01,6.926754405691528671e-01,3.234539125512124969e+00,8.617871874157089218e-01,8.970061855304468645e-01
3.500000000000000000e+01,1.621999663790749579e-04,3.500000000000000000e+01,2.939678106080269027e-01,7.654456667358525701e-01,9.349392746643758745e-02,3.304525712382286873e+00,8.285808959781484351e-01,8.999552873972019862e-01
3.500000000000000000e+01,2.780825925638910796e-03,3.500000000000000000e+01,3.009950646859319012e-01,2.078349793001229850e-01,6.233883672361650863e-01,3.304534164961951070e+00,8.705666563998598617e-01,6.353550139341083147e-01
3.500000000000000000e+01,9.401266239950507517e-03,3.500000000000000000e+01,3.249362766351701071e-01,3.175413147183302198e-02,6.299395673230177850e-02,3.280360175023266489e+00,4.138873236979223602e-01,8.814113343186106286e-01
3.500000000000000000e+01,0.000000000000000000e+00,3.500000000000000000e+01,3.547166236956471597e-01,9.536516121159919201e-01,4.239649972947930889e-01,3.306914508863762148e+00,8.610483397806362182e-01,5.674051283170927773e-01
3.500000000000000000e+01,2.887039254039893560e-02,3.500000000000000000e+01,5.228377317787249456e-01,1.641832990620884503e-01,5.784619000736573868e-01,3.359969470379374545e+00,3.901671680336566417e-01,8.541775101296811279e-01
3.500000000000000000e+01,1.014797819425161847e-02,3.500000000000000000e+01,5.130049911814896779e-01,0.000000000000000000e+00,5.498251323366812882e-01,3.298940829839504207e+00,8.805289983978206170e-01,5.611009605707166781e-01
