1000,1,1,1,1,4,17,60,1,7
1000,1,1,1,1,4,17,57,1,8
1000,1,1,1,1,4,18,61,1,7
1000,1,1,1,1,4,17,57,1,8
1000,1,1,1,1,4,17,59,1,7
1000,1,1,1,1,4,17,61,1,7
1000,1,1,1,1,4,18,59,1,7
1000,1,1,1,1,4,18,61,1,7
1000,1,1,1,1,4,17,57,1,8
1000,1,1,1,1,4,18,59,1,7
1000,1,1,1,1,4,17,60,1,7
1000,1,1,1,1,4,18,57,1,7
1000,1,1,1,1,4,18,59,1,8
1000,1,1,1,1,4,18,59,1,7
1000,1,1,1,1,4,18,59,1,7
1000,1,1,1,1,4,18,57,1,8
1000,1,1,1,1,4,17,59,1,7
1000,1,1,1,1,4,17,60,1,8
1000,1,1,1,1,4,18,59,1,7
1000,1,1,1,1,4,18,59,1,7
1000,1,1,1,1,4,17,61,1,7
1000,1,1,1,1,4,18,57,1,8
1000,1,1,1,1,4,18,57,1,7
1000,1,1,1,1,4,17,59,1,8
1000,1,1,1,1,4,18,61,1,7
1000,1,1,1,1,4,18,57,1,8
1000,1,1,1,1,4,18,61,1,7
1000,1,1,1,1,4,18,60,1,7
1000,1,1,1,1,4,17,59,1,7
1000,1,1,1,1,4,18,61,1,7
1000,1,1,1,1,4,18,58,1,7
1000,1,1,1,1,4,17,60,1,8
1000,1,1,1,1,4,18,56,1,7
1000,1,1,1,1,4,17,59,1,8
1000,1,1,1,1,4,17,58,1,8
1000,1,1,1,1,4,18,58,1,8
1000,1,1,1,1,4,18,56,1,7
1000,1,1,1,1,4,18,60,1,7
1000,1,1,1,1,4,17,61,1,7
1000,1,1,1,1,4,18,59,1,7
1000,1,1,1,1,4,17,57,1,8
1000,1,1,1,1,4,18,59,1,7
1000,1,1,1,1,4,18,59,1,8
1000,1,1,1,1,4,18,57,1,7
1000,1,1,1,1,4,18,57,1,8
1000,1,1,1,1,4,17,59,1,8
1000,1,1,1,1,4,17,58,1,8
1000,1,1,1,1,4,17,61,1,7
1000,1,1,1,1,4,17,61,1,7
1000,1,1,1,1,4,18,57,1,8
1000,1,1,1,1,4,17,59,1,7
1000,1,1,1,1,4,18,59,1,7
1000,1,1,1,1,4,17,59,1,7
1000,1,1,1,1,4,17,60,1,7
1000,1,1,1,1,4,17,57,1,8
1000,1,1,1,1,4,18,57,1,7
1000,1,1,1,1,4,18,61,1,7
1000,1,1,1,1,4,17,61,1,7
1000,1,1,1,1,4,17,60,1,8
1000,1,1,1,1,4,18,56,1,7
1000,1,1,1,1,4,18,59,1,8
1000,1,1,1,1,4,17,59,1,8
1000,1,1,1,1,4,18,57,1,7
1000,1,1,1,1,4,17,57,1,8
1000,1,1,1,1,4,18,57,1,7
1000,1,1,1,1,4,18,60,1,7
1000,1,1,1,1,4,18,58,1,8
1000,1,1,1,1,4,17,61,1,7
1000,1,1,1,1,4,18,59,1,8
1000,1,1,1,1,4,18,57,1,7
1000,1,1,1,1,4,17,61,1,7
1000,1,1,1,1,4,17,59,1,7
1000,1,1,1,1,4,18,59,1,7
1000,1,1,1,1,4,18,60,1,7
1000,1,1,1,1,4,18,56,1,7
1000,1,1,1,1,4,17,57,1,8
1000,1,1,1,1,4,17,60,1,7
1000,1,1,1,1,4,17,60,1,8
1000,1,1,1,1,4,18,58,1,8
1000,1,1,1,1,4,17,57,1,8
1000,1,1,1,1,4,17,57,1,8
1000,1,1,1,1,4,18,60,1,7
1000,1,1,1,1,4,17,60,1,7
1000,1,1,1,1,4,18,57,1,7
1000,1,1,1,1,4,18,58,1,7
1000,1,1,1,1,4,18,58,1,8
1000,1,1,1,1,4,17,59,1,8
1000,1,1,1,1,4,18,58,1,8
1000,1,1,1,1,4,18,57,1,8
1000,1,1,1,1,4,18,58,1,7
1000,1,1,1,1,4,18,57,1,7
1000,1,1,1,1,4,18,58,1,7
1000,1,1,1,1,4,17,61,1,7
1000,1,1,1,1,4,17,60,1,7
1000,1,1,1,1,4,17,59,1,8
1000,1,1,1,1,4,17,59,1,7
1000,1,1,1,1,4,17,59,1,8
1000,1,1,1,1,4,18,59,1,8
1000,1,1,1,1,4,17,60,1,8
1000,1,1,1,1,4,17,60,1,8
