4.562558250371264990e+01,4.598329639771964139e+01,3.030699589888770618e+01,9.670211498737394322e+02,2.179326596634183488e+01,1.614294793782643511e+00
4.561269874541707026e+01,4.595309223765661955e+01,3.031427392947531629e+01,9.998084515007203663e+02,2.134631118243753889e+01,1.906777363036369577e+00
4.561578614109071594e+01,4.599501243577919496e+01,3.026430095212338500e+01,9.082602834372627285e+02,2.141559576034956791e+01,1.956998363693617904e+00
4.572440278870333685e+01,4.529224819089474607e+01,3.093661299176346802e+01,9.745761925383440030e+02,2.115796885754352274e+01,1.819107577952113530e+00
4.562006126557976415e+01,4.598350581098843293e+01,3.007077887250988368e+01,1.005247869478044208e+03,2.135508833265770789e+01,1.964218828466020472e+00
4.561049656548277653e+01,4.519899563571918577e+01,3.005188275893101135e+01,9.438439053802123908e+02,2.131413031413439896e+01,1.634844656436841737e+00
4.561831981695279836e+01,4.507782028912080108e+01,3.005269673813581122e+01,9.367096653907053678e+02,2.134686996453910979e+01,1.907896446474513841e+00
4.519887152565574695e+01,4.560508444482309898e+01,3.002293671934618757e+01,9.345093819595190325e+02,2.158561272323116143e+01,1.924906546973544907e+00
4.574912960011746321e+01,4.595240172012369584e+01,3.018289996046806323e+01,9.865954923301617328e+02,2.145661994559828045e+01,1.946748568255645795e+00
4.562334373050408232e+01,4.592624653575823146e+01,3.025789950572707809e+01,9.116796178346571651e+02,2.134642953997409620e+01,1.906795962796443922e+00
4.574650743961367283e+01,4.595240172012369584e+01,3.000944938773118054e+01,9.042839692169890213e+02,2.133290249513239445e+01,1.726388137161591896e+00
4.506954986868491631e+01,4.597448193073443434e+01,3.056810625123796044e+01,9.259332380672045701e+02,2.149584832360341480e+01,1.935397406531569331e+00
4.525443628662996787e+01,4.598350220828822899e+01,3.039082712289277666e+01,9.329690046899277149e+02,2.131284444750401974e+01,1.961576030192966336e+00
4.562809538586775204e+01,4.595925070520205225e+01,3.024699598507431375e+01,9.794401334871010931e+02,2.119411374612040078e+01,1.464407330331021662e+00
4.528126150624348867e+01,4.511919955794222403e+01,3.025815385194343321e+01,9.891328514018804299e+02,2.131120735714785397e+01,1.819725948107885793e+00
4.561269874541707026e+01,4.589661953999457467e+01,3.024821759277228495e+01,9.765725114358738210e+02,2.134642953997409265e+01,1.907557645227728305e+00
4.562770285681013149e+01,4.595524199001733479e+01,3.031281362508369170e+01,9.973418612627533548e+02,2.134642953997409620e+01,1.940220620127025786e+00
4.561810620602843613e+01,4.597612580775948743e+01,3.042974437216710015e+01,8.930428123799182458e+02,2.186933073380402703e+01,1.996469479080253961e+00
4.500354304490567614e+01,4.534669237722864210e+01,3.029999665543947529e+01,8.990222675102307903e+02,2.133692120699650729e+01,1.669066639524625195e+00
4.574912960011746321e+01,4.595240172012369584e+01,3.000944938773118054e+01,9.036230250730069429e+02,2.145661994559828045e+01,1.992956253203416850e+00
4.574577197853329835e+01,4.595309223765661955e+01,3.000000000000000000e+01,1.007000000000000000e+03,2.134525367183166722e+01,1.906777363036369577e+00
4.574650743961367283e+01,4.595534761260833534e+01,3.033272449240994817e+01,9.973887601423123215e+02,2.133290249513239445e+01,1.940269898355743594e+00
4.518004994170824773e+01,4.598505943909493254e+01,3.031189066250998465e+01,9.849147352900970418e+02,2.135364602509387311e+01,1.923652602359662733e+00
4.562782534190532147e+01,4.515958921886523569e+01,3.026047407527741129e+01,9.704952387771529629e+02,2.180110564672595075e+01,1.684224295812819960e+00
4.562837267299785537e+01,4.570656706988827978e+01,3.024273113818076908e+01,9.536502690402492135e+02,2.133720236272235482e+01,1.985077383051045086e+00
4.574223222349000650e+01,4.598232054587300155e+01,3.000106911019784661e+01,9.237494069604327933e+02,2.131419209216419119e+01,1.630001188251158473e+00
