-2.382053448955900876e-02,-5.996029910918406358e+01,-7.400000000000000000e+01,-4.000000000000000000e+01,-6.297141535861253203e+01,0.000000000000000000e+00,-2.377465475184413179e+01,-3.653221414625323860e+01
-2.382053448955900876e-02,-5.996029910918406358e+01,-1.060000000000000000e+02,-8.000000000000000000e+00,-6.297141535861253203e+01,0.000000000000000000e+00,-6.636334853651668197e+00,-3.873390065367837565e+01
-2.382053448955900876e-02,-5.996029910918406358e+01,-1.500000000000000000e+01,-9.900000000000000000e+01,-6.297141535861253203e+01,0.000000000000000000e+00,-5.537343206413649455e+01,-3.247285464818815370e+01
-2.382053448955900876e-02,-5.996029910918406358e+01,-8.100000000000000000e+01,-3.300000000000000000e+01,-6.297141535861253203e+01,0.000000000000000000e+00,-2.002564727411453305e+01,-3.701383306975249354e+01
-2.382053448955900876e-02,-5.996029910918406358e+01,-1.120000000000000000e+02,-2.000000000000000000e+00,-6.297141535861253203e+01,0.000000000000000000e+00,-3.422899872740579497e+00,-3.914671687382059417e+01
-2.382053448955900876e-02,-5.996029910918406358e+01,-5.000000000000000000e+01,-6.400000000000000000e+01,-6.297141535861253203e+01,0.000000000000000000e+00,-3.662839467548847949e+01,-3.488094926568439291e+01
-2.382053448955900876e-02,-5.996029910918406358e+01,-4.300000000000000000e+01,-7.100000000000000000e+01,-6.297141535861253203e+01,0.000000000000000000e+00,-4.037740215321807824e+01,-3.439933034218515218e+01
-2.382053448955900876e-02,-5.996029910918406358e+01,-4.100000000000000000e+01,-7.300000000000000000e+01,-6.297141535861253203e+01,0.000000000000000000e+00,-4.144854714685511254e+01,-3.426172493547107933e+01
-2.382053448955900876e-02,-5.996029910918406358e+01,-9.300000000000000000e+01,-2.100000000000000000e+01,-6.297141535861253203e+01,0.000000000000000000e+00,-1.359877731229235565e+01,-3.783946551003691638e+01
-2.382053448955900876e-02,-5.996029910918406358e+01,-1.800000000000000000e+01,-9.600000000000000000e+01,-6.297141535861253203e+01,0.000000000000000000e+00,-5.376671457368094309e+01,-3.267926275825926297e+01
-2.382053448955900876e-02,-5.996029910918406358e+01,-1.100000000000000000e+01,-1.030000000000000000e+02,-6.297141535861253203e+01,0.000000000000000000e+00,-5.751572205141054894e+01,-3.219764383476001512e+01
-2.382053448955900876e-02,-5.996029910918406358e+01,-3.200000000000000000e+01,-8.200000000000000000e+01,-6.297141535861253203e+01,0.000000000000000000e+00,-4.626869961822174560e+01,-3.364250060525775865e+01
-2.382053448955900876e-02,-5.996029910918406358e+01,-3.900000000000000000e+01,-7.500000000000000000e+01,-6.297141535861253203e+01,0.000000000000000000e+00,-4.251969214049213974e+01,-3.412411952875700649e+01
-2.382053448955900876e-02,-5.996029910918406358e+01,-8.600000000000000000e+01,-2.800000000000000000e+01,-6.297141535861253203e+01,0.000000000000000000e+00,-1.734778479002195439e+01,-3.735784658653767565e+01
-2.382053448955900876e-02,-5.996029910918406358e+01,-9.600000000000000000e+01,-1.800000000000000000e+01,-6.297141535861253203e+01,0.000000000000000000e+00,-1.199205982183681130e+01,-3.804587362010802565e+01
-2.382053448955900876e-02,-5.996029910918406358e+01,-8.300000000000000000e+01,-3.100000000000000000e+01,-6.297141535861253203e+01,0.000000000000000000e+00,-1.895450228047749874e+01,-3.715143847646656639e+01
-2.382053448955900876e-02,-5.996029910918406358e+01,-1.040000000000000000e+02,-1.000000000000000000e+01,-6.297141535861253203e+01,0.000000000000000000e+00,-7.707479847288695396e+00,-3.859629524696431702e+01
-2.382053448955900876e-02,-5.996029910918406358e+01,0.000000000000000000e+00,-1.140000000000000000e+02,-6.297141535861253203e+01,0.000000000000000000e+00,-6.340701951641420919e+01,-3.144081409783262160e+01
-2.382053448955900876e-02,-5.996029910918406358e+01,-6.000000000000000000e+00,-1.080000000000000000e+02,-6.297141535861253203e+01,0.000000000000000000e+00,-6.019358453550312049e+01,-3.185363031797484012e+01
-2.382053448955900876e-02,-5.996029910918406358e+01,-1.000000000000000000e+01,-1.040000000000000000e+02,-6.297141535861253203e+01,0.000000000000000000e+00,-5.805129454822906609e+01,-3.212884113140297870e+01
-2.382053448955900876e-02,-5.996029910918406358e+01,-1.140000000000000000e+02,0.000000000000000000e+00,-6.297141535861253203e+01,0.000000000000000000e+00,-2.351754879103552298e+00,-3.928432228053465280e+01
-2.382053448955900876e-02,-5.996029910918406358e+01,-1.040000000000000000e+02,-1.000000000000000000e+01,-6.297141535861253203e+01,0.000000000000000000e+00,-7.707479847288695396e+00,-3.859629524696431702e+01
