3.500000000000000000e+01,9.000000000000000000e+00,9.000000000000000000e+00,3.500000000000000000e+01,3.500000000000000000e+01,9.000000000000000000e+00,3.000010242601112154e+00,2.538640630425734734e-01,8.998212734619642772e-01
3.500000000000000000e+01,7.000000000000000000e+00,7.000000000000000000e+00,3.500000000000000000e+01,3.500000000000000000e+01,7.000000000000000000e+00,3.000471245729925407e+00,4.613679345283784872e-01,9.000000000000000222e-01
3.500000000000000000e+01,6.000000000000000000e+00,6.000000000000000000e+00,3.500000000000000000e+01,3.500000000000000000e+01,6.000000000000000000e+00,3.000153786031890313e+00,4.775638817579724860e-01,8.999996527141902458e-01
1.900000000000000000e+01,3.500000000000000000e+01,1.900000000000000000e+01,3.500000000000000000e+01,3.500000000000000000e+01,1.800000000000000000e+01,3.000000000000000000e+00,2.981604266522474567e-01,8.930973428764642508e-01
1.300000000000000000e+01,3.500000000000000000e+01,1.300000000000000000e+01,3.500000000000000000e+01,3.500000000000000000e+01,1.300000000000000000e+01,3.000000000000000000e+00,4.135140959072106659e-01,8.999854481831930375e-01
1.300000000000000000e+01,3.500000000000000000e+01,1.300000000000000000e+01,3.500000000000000000e+01,3.500000000000000000e+01,1.300000000000000000e+01,3.000000000000000000e+00,4.725136174045779791e-01,9.000000000000000222e-01
1.900000000000000000e+01,3.500000000000000000e+01,1.900000000000000000e+01,3.500000000000000000e+01,3.500000000000000000e+01,1.800000000000000000e+01,3.000000000000000000e+00,2.981604266522474567e-01,8.930973428764642508e-01
1.300000000000000000e+01,3.500000000000000000e+01,1.300000000000000000e+01,3.500000000000000000e+01,3.500000000000000000e+01,1.300000000000000000e+01,3.000000000000000000e+00,3.260154602254153322e-01,9.000000000000000222e-01
3.500000000000000000e+01,6.000000000000000000e+00,6.000000000000000000e+00,3.500000000000000000e+01,3.500000000000000000e+01,6.000000000000000000e+00,3.000153786031890313e+00,4.775638817579724860e-01,8.999996527141902458e-01
1.300000000000000000e+01,3.500000000000000000e+01,1.300000000000000000e+01,3.500000000000000000e+01,3.500000000000000000e+01,1.300000000000000000e+01,3.000000000000000000e+00,4.725136174045779791e-01,9.000000000000000222e-01
1.800000000000000000e+01,3.500000000000000000e+01,1.700000000000000000e+01,3.500000000000000000e+01,3.500000000000000000e+01,1.800000000000000000e+01,3.000010299490805554e+00,3.434186898244527830e-01,8.998938248536851869e-01
1.500000000000000000e+01,3.500000000000000000e+01,1.600000000000000000e+01,3.500000000000000000e+01,3.500000000000000000e+01,1.600000000000000000e+01,3.000018316132753604e+00,4.546887284820164687e-01,8.977504239294307187e-01
1.400000000000000000e+01,3.500000000000000000e+01,1.400000000000000000e+01,3.500000000000000000e+01,3.500000000000000000e+01,1.400000000000000000e+01,3.000000000000000000e+00,2.674672358401085637e-01,8.977569882062559348e-01
3.500000000000000000e+01,9.000000000000000000e+00,9.000000000000000000e+00,3.500000000000000000e+01,3.500000000000000000e+01,9.000000000000000000e+00,3.000010242601112154e+00,2.538640630425734734e-01,8.998212734619642772e-01
1.300000000000000000e+01,3.500000000000000000e+01,1.300000000000000000e+01,3.500000000000000000e+01,3.500000000000000000e+01,1.300000000000000000e+01,3.000000000000000000e+00,4.725136174045779791e-01,9.000000000000000222e-01
