5.259084738060705311e-01,3.061819114542871034e+00,1.000000000000000000e+08,3.166383957141077232e+00,2.700000000000000000e+03
3.949548848182802829e-01,3.163787411923814741e+00,1.000000000000000000e+08,3.082577290800225800e+00,2.700000000000000000e+03
4.558831905474180490e-01,3.353459819093433936e+00,1.000000000000000000e+08,3.031086492390804743e+00,2.700000000000000000e+03
4.538605231046084487e-01,3.357476408068631013e+00,1.000000000000000000e+08,3.632729740351575476e+00,2.700000000000000000e+03
5.501058245759434806e-01,3.018475910758665837e+00,1.000000000000000000e+08,3.121822890656074101e+00,2.700000000000000000e+03
4.598715471417294531e-01,3.858924508998258673e+00,1.000000000000000149e+08,3.607000560071380146e+00,2.700000000000000000e+03
4.533435824209579024e-01,3.152134799366232976e+00,1.000000000000000000e+08,3.471333149057100442e+00,2.700000000000000000e+03
5.248524265720166948e-01,3.346488309921085147e+00,1.000000000000000000e+08,3.165096045175141537e+00,2.700000000000000000e+03
4.291721491979966219e-01,3.922624827204258313e+00,1.000000000000000000e+08,3.332679263423204752e+00,2.700000000000000000e+03
5.999999999999999778e-01,3.852714584393070130e+00,1.000000000000000000e+08,3.261660892828768255e+00,2.700000000000000000e+03
4.575547452311994334e-01,3.184099647647769871e+00,1.000000000000000000e+08,3.547226285181710903e+00,2.700000000000000000e+03
4.535782037849644399e-01,3.920931429107111121e+00,1.000000000000000149e+08,3.827379316569315293e+00,2.700000000000000000e+03
4.227145119632620962e-01,3.142414652971342814e+00,1.000000000000000000e+08,3.189616048380055080e+00,2.700000000000000000e+03
4.532788360880743439e-01,3.808206893255077219e+00,1.000000000000000149e+08,3.708263287213091175e+00,2.700000000000000000e+03
5.868672796058416186e-01,3.908728194320748806e+00,1.000000000000000000e+08,3.119632793668750903e+00,2.700000000000000000e+03
3.735392376694295358e-01,3.860094793858820594e+00,1.000000000000000149e+08,3.922536263074991592e+00,2.700000000000000000e+03
5.130546840348374493e-01,3.953560472654955582e+00,1.000000000000000000e+08,3.611989886463808919e+00,2.700000000000000000e+03
5.927304768491447051e-01,3.925564504412526912e+00,1.000000000000000000e+08,3.339236049583487187e+00,2.700000000000000000e+03
