2.115000000000000000e+03,2.498000000000000000e+03,1.700000000000000000e+01
2.092000000000000000e+03,2.495000000000000000e+03,1.800000000000000000e+01
5.320000000000000000e+02,2.497000000000000000e+03,2.200000000000000000e+01
1.579000000000000000e+03,2.499000000000000000e+03,1.800000000000000000e+01
1.088000000000000000e+03,2.498000000000000000e+03,1.700000000000000000e+01
2.248000000000000000e+03,2.498000000000000000e+03,1.700000000000000000e+01
2.353000000000000000e+03,2.497000000000000000e+03,1.700000000000000000e+01
1.011000000000000000e+03,2.500000000000000000e+03,1.700000000000000000e+01
9.240000000000000000e+02,2.497000000000000000e+03,1.700000000000000000e+01
1.978000000000000000e+03,2.499000000000000000e+03,1.700000000000000000e+01
1.156000000000000000e+03,2.499000000000000000e+03,1.800000000000000000e+01
9.850000000000000000e+02,2.500000000000000000e+03,1.800000000000000000e+01
2.323000000000000000e+03,2.499000000000000000e+03,1.700000000000000000e+01
9.090000000000000000e+02,2.499000000000000000e+03,1.700000000000000000e+01
2.038000000000000000e+03,2.495000000000000000e+03,1.700000000000000000e+01
1.692000000000000000e+03,2.498000000000000000e+03,1.800000000000000000e+01
5.240000000000000000e+02,2.500000000000000000e+03,1.700000000000000000e+01
1.537000000000000000e+03,2.498000000000000000e+03,1.900000000000000000e+01
1.599000000000000000e+03,2.498000000000000000e+03,1.800000000000000000e+01
1.061000000000000000e+03,2.499000000000000000e+03,1.800000000000000000e+01
1.164000000000000000e+03,2.500000000000000000e+03,1.700000000000000000e+01
2.572000000000000000e+03,2.499000000000000000e+03,1.700000000000000000e+01
1.659000000000000000e+03,2.499000000000000000e+03,1.700000000000000000e+01
5.820000000000000000e+02,2.492000000000000000e+03,1.700000000000000000e+01
4.550000000000000000e+02,2.500000000000000000e+03,2.200000000000000000e+01
1.940000000000000000e+03,2.499000000000000000e+03,1.700000000000000000e+01
1.877000000000000000e+03,2.498000000000000000e+03,1.700000000000000000e+01
6.910000000000000000e+02,2.494000000000000000e+03,2.100000000000000000e+01
1.263000000000000000e+03,2.500000000000000000e+03,1.700000000000000000e+01
8.290000000000000000e+02,2.495000000000000000e+03,2.000000000000000000e+01
2.383000000000000000e+03,2.497000000000000000e+03,1.700000000000000000e+01
1.389000000000000000e+03,2.500000000000000000e+03,1.800000000000000000e+01
2.201000000000000000e+03,2.499000000000000000e+03,1.700000000000000000e+01
1.718000000000000000e+03,2.498000000000000000e+03,1.800000000000000000e+01
6.490000000000000000e+02,2.500000000000000000e+03,1.800000000000000000e+01
1.539000000000000000e+03,2.496000000000000000e+03,1.700000000000000000e+01
6.120000000000000000e+02,2.490000000000000000e+03,1.800000000000000000e+01
2.277000000000000000e+03,2.495000000000000000e+03,1.700000000000000000e+01
2.308000000000000000e+03,2.500000000000000000e+03,1.700000000000000000e+01
6.120000000000000000e+02,2.500000000000000000e+03,1.800000000000000000e+01
1.844000000000000000e+03,2.499000000000000000e+03,1.700000000000000000e+01
7.750000000000000000e+02,2.497000000000000000e+03,1.700000000000000000e+01
1.278000000000000000e+03,2.492000000000000000e+03,1.700000000000000000e+01
