2.146771875090502363e+03,7.296143107930094907e+00
2.224918450375931570e+03,7.448915895080158833e+00
1.536786086258935939e+03,9.915892846401600735e+00
2.280000000000000000e+03,1.000312553987171071e+01
1.705711882294479210e+03,9.970773587289997408e+00
1.800960034491827400e+03,7.448915895080158833e+00
2.163038590062094499e+03,7.285075494178833821e+00
1.664110898066145865e+03,1.009154356728365265e+01
2.176708159814915234e+03,4.843270773733513224e+00
1.899000130974631702e+03,1.049549942012683346e+01
2.126803176691462340e+03,9.624233903859305883e+00
2.206771825013051057e+03,7.340345374990308258e+00
2.205294207199169705e+03,8.066134698787175594e+00
2.087791966039771069e+03,4.799999999999999822e+00
2.048268884388283823e+03,4.799999999999999822e+00
2.109718781694361041e+03,4.806901565450069747e+00
2.280000000000000000e+03,7.333126485952859319e+00
1.826262359836038058e+03,9.444920387429911912e+00
1.984136645160292574e+03,4.824683460329637796e+00
2.280000000000000000e+03,8.068119718699263032e+00
1.731375897236154287e+03,8.876038378358613201e+00
1.837247333109451347e+03,1.096247575441204880e+01
1.877572618081455630e+03,8.901154836154914207e+00
2.231505413010665052e+03,9.073859735239219404e+00
2.228388479191176884e+03,1.083953177946795066e+01
1.573738927442482463e+03,1.037617161791663101e+01
2.066689858760915740e+03,4.874151434847987296e+00
2.204533141501314731e+03,4.806901565450069747e+00
1.742344884223452482e+03,1.003686195029647621e+01
1.657245527500733260e+03,1.045151109177386672e+01
2.280000000000000000e+03,7.333126485952859319e+00
2.257725859642589512e+03,7.048238617793968430e+00
2.040017995189914473e+03,7.032051399416280546e+00
1.587356064493586928e+03,9.466371886452375151e+00
2.176945299130004514e+03,4.817217851205285228e+00
2.266068105186309822e+03,4.799999999999999822e+00
1.918821236618462535e+03,4.884824395246128326e+00
1.963597165329658310e+03,1.051111045086406648e+01
2.240780568120556381e+03,7.032051399416280546e+00
1.500914501436451701e+03,9.455790133159197808e+00
1.905710702350411339e+03,9.095161656861215249e+00
2.240399396347707807e+03,8.704166585646536447e+00
2.113694819033294607e+03,8.874867834538719080e+00
2.206771825013051057e+03,7.340345374990308258e+00
1.995762225596462031e+03,1.058492596725574231e+01
1.955800912490278733e+03,4.902472795879619483e+00
1.571901579442829188e+03,1.083611002779459298e+01
2.231505413010665052e+03,8.481040695836810528e+00
1.905184883921865548e+03,8.901154836154914207e+00
1.509680915007005751e+03,1.045151109177386672e+01
2.186963075869239674e+03,7.194609342745008185e+00
2.101442961604544962e+03,7.688020157443698821e+00
1.541516106688293121e+03,4.799999999999999822e+00
2.280000000000000000e+03,4.904999719977455541e+00
1.866739408180910232e+03,8.070927974497410062e+00
1.742344884223452482e+03,1.004425307451989191e+01
2.187050812833080727e+03,7.391115149244562588e+00
1.513122491307737164e+03,1.045151109177386672e+01
2.146771875090502363e+03,4.840038857080181778e+00
1.612651760579329903e+03,9.488369328235650713e+00
2.280000000000000000e+03,1.000312553987171071e+01
1.536945949090742715e+03,1.086582930903715116e+01
1.837247333109451347e+03,7.368264854372008621e+00
2.231816969494707791e+03,4.799999999999999822e+00
1.612651760579329903e+03,1.000171975122259660e+01
1.731375897236154287e+03,8.876038378358613201e+00
2.256166627525964032e+03,8.387500926265420986e+00
2.088300146098510595e+03,8.874867834538719080e+00
1.897437955833940578e+03,7.348733627573484917e+00
2.180255013711391257e+03,1.028787541316537002e+01
2.264241412360422146e+03,7.048238617793968430e+00
1.866866638347563139e+03,1.051969723933713396e+01
2.101442961604544962e+03,1.012850181200548505e+01
2.066689858760915740e+03,1.034700866835911803e+01
1.962048306868137388e+03,4.799999999999999822e+00
1.764596445993784528e+03,8.722897251652279138e+00
1.692676407227167601e+03,1.045151109177386672e+01
1.698210933226812358e+03,4.799999999999999822e+00
2.280000000000000000e+03,4.806901565450069747e+00
1.612651760579329903e+03,9.488369328235650713e+00
2.130042096227838101e+03,4.902472795879619483e+00
1.570009777546939631e+03,9.558149607280784110e+00
2.197396528450541609e+03,8.028122738435408579e+00
1.790723970531356827e+03,8.722897251652279138e+00
2.208064351077607625e+03,4.806901565450069747e+00
1.576944323769086850e+03,4.896055612052193418e+00
2.026241838799898687e+03,4.799999999999999822e+00
1.922520989162567275e+03,1.038283899084225048e+01
2.226081010902468734e+03,4.799999999999999822e+00
1.800960034491827400e+03,7.448915895080158833e+00
2.162326090036822279e+03,7.032051399416280546e+00
1.700709604521772235e+03,1.045151109177386672e+01
2.053579722828163995e+03,8.730219508174764442e+00
2.138137081989075796e+03,7.340345374990308258e+00
2.229364802523250546e+03,7.334807656691136657e+00
1.500914501436451701e+03,9.455790133159197808e+00
1.763089300900796161e+03,1.086631403303425536e+01
1.826262359836038058e+03,8.068119718699263032e+00
2.075251541656115023e+03,9.611387368258251129e+00
1.607649482806622473e+03,1.048245725570646947e+01
