2.760536835315473003e-01,2.223225673157492588e-01,2.374393793922542351e-01,1.171247530841835055e-01,3.600000000000000000e+02,4.003436634796242011e+00,1.802634737810039667e+02,1.721286038343387759e+02,1.799713872444341689e+02,1.869699002165856427e+02,1.480875067092543018e+00,3.558059773708207558e+02
2.642728995098001521e-01,2.015196694850814041e-01,2.474060905407370059e-01,1.294681531011262210e-01,3.600000000000000000e+02,4.410894806603636198e+00,1.802317076525081347e+02,1.768770359365362310e+02,1.766810658497362283e+02,1.851083474616659430e+02,2.188395314669103531e+00,3.553984750603979705e+02
2.703991221229055109e-01,2.644159287982079110e-01,2.492554650885669687e-01,1.833494009755316789e-01,3.600000000000000000e+02,4.115932751651776300e+00,1.803583749980898858e+02,1.713076094526695101e+02,1.788655723351437814e+02,1.849520950790506788e+02,6.556321593820273463e+00,3.554230723261180742e+02
2.706689982093787861e-01,2.644159287982079110e-01,2.492554650885669687e-01,2.661044189119461389e-01,3.600000000000000000e+02,4.396609448819781107e+00,1.802566470256336402e+02,1.712231090128557014e+02,1.764229396440802020e+02,1.854947682555236099e+02,6.824146705213893327e+00,3.554398874692491859e+02
1.883979442449685293e-01,2.040190017866724548e-01,2.235810200298792849e-01,1.086844215477265618e-01,3.600000000000000000e+02,4.077002839149910685e+00,1.801482672590566381e+02,1.711399543648779513e+02,1.785272240939154642e+02,1.843869485306429397e+02,1.273377796833409459e+00,3.562342591287759888e+02
7.688065906669939997e-02,2.233069304018182322e-01,1.719820505031090796e-01,1.900715370498834433e-01,3.600000000000000000e+02,4.191724432111379350e+00,1.802229669999651662e+02,1.711881629297159577e+02,1.787681198497662933e+02,1.850938430156628840e+02,6.559793330626635388e+00,3.551495755907100715e+02
3.849830076184942301e-02,2.032652178989108049e-01,2.284067828271648115e-01,1.514691946203875206e-01,3.600000000000000000e+02,4.023861157409515776e+00,1.802326551051194201e+02,1.738693983490097139e+02,1.791936067252269424e+02,1.843057731325788779e+02,7.047380581999235893e+00,3.561174879574669490e+02
9.722596811578260168e-02,2.179144289621821329e-01,2.235810200298792849e-01,1.848785832398993079e-01,3.600000000000000000e+02,4.105084831677205059e+00,1.801982384289704271e+02,1.741982017618239809e+02,1.767757821770352678e+02,1.843153422462773108e+02,1.431053041023526262e+00,3.564239085400041063e+02
8.511831786738636996e-02,2.232274485639138828e-01,2.375904569014175294e-01,1.502965286828610580e-01,3.600000000000000000e+02,4.001937357800454897e+00,1.804873624184746745e+02,1.712848181265769654e+02,1.789624078296395737e+02,1.843124841480511691e+02,1.922573790053630827e+00,3.565489527831063015e+02
2.822282710463654976e-01,2.410695210668174493e-01,2.502210179072048568e-01,4.625867794046303882e-02,3.600000000000000000e+02,4.168837882645959780e+00,1.801877252140970995e+02,1.739347499189294695e+02,1.785762499894057100e+02,1.851194163504815435e+02,9.437693054611591137e-01,3.562057309000388159e+02
8.305185786731091035e-02,2.511652484138615637e-01,2.037903882271615008e-01,4.735355558148681560e-02,3.600000000000000000e+02,4.032128664165378851e+00,1.801877252140970995e+02,1.714584636135735991e+02,1.785762499894057100e+02,1.850823479369624351e+02,9.437693054611591137e-01,3.562057309000388159e+02
2.822282710463654976e-01,2.505418320772115903e-01,1.489160911500936602e-01,4.625867794046303882e-02,3.600000000000000000e+02,4.018177714304018266e+00,1.802004330136976478e+02,1.725407868980207695e+02,1.785762499894057100e+02,1.851194163504815435e+02,6.926481236320036317e+00,3.562057309000388159e+02
2.185212588849886062e-01,2.606914698441468170e-01,2.341286529971300656e-01,1.344809234645091556e-01,3.600000000000000000e+02,4.070982306533511341e+00,1.802349397449590356e+02,1.721848199890382318e+02,1.790713563434193532e+02,1.854370112209102501e+02,7.406805163950224369e+00,3.552305023735407872e+02
2.896835800321629906e-01,2.525891881949524631e-01,2.502210179072048568e-01,4.625867794046303882e-02,3.600000000000000000e+02,4.170947017967553627e+00,1.801881220090646138e+02,1.736304982124101741e+02,1.801186412315539087e+02,1.851187267979752846e+02,9.437693054611591137e-01,3.562057309000388159e+02
3.743972700697641848e-02,2.032318713777032659e-01,2.382139505030696491e-01,4.695020136445896691e-02,3.600000000000000000e+02,4.128358891111966855e+00,1.801641055578522810e+02,1.724733225130263463e+02,1.785104505945192273e+02,1.844069160124276721e+02,6.674612021022569230e+00,3.561751251515947274e+02
2.796579263381094305e-01,2.210004119170951853e-01,2.235810200298792849e-01,1.537424706164547683e-01,3.600000000000000000e+02,4.072028238487202856e+00,1.800037966318926692e+02,1.714118858308545441e+02,1.764051993301579557e+02,1.851407814681288357e+02,1.477126970137178752e+00,3.562178699190972679e+02
2.816298075720642391e-01,2.019952051071484123e-01,2.474060905407370059e-01,1.845199916650505367e-01,3.600000000000000000e+02,4.567740807283731996e+00,1.801993536767018895e+02,1.736828363300274987e+02,1.766810658497362283e+02,1.847519121063623118e+02,2.188395314669103531e+00,3.560693361643503181e+02
5.138788596827111033e-02,2.295934806117539140e-01,2.235810200298792849e-01,1.502965286828610580e-01,3.600000000000000000e+02,4.105084831677205059e+00,1.809089262577718387e+02,1.713540120794408494e+02,1.767757821770352678e+02,1.843369973703636617e+02,1.215123559977678624e+00,3.564215642700208377e+02
2.654596566825719872e-01,1.732308356368202629e-01,2.561484001068768945e-01,5.119580809572135682e-02,3.600000000000000000e+02,4.410790675538697414e+00,1.802676229693348660e+02,1.719989923950985258e+02,1.782353609763952988e+02,1.875171487247199877e+02,6.495049486717029197e+00,3.561190102885058764e+02
2.786745851499985993e-01,1.708644382117260330e-01,2.126356703250267266e-01,2.786674421212130270e-01,3.600000000000000000e+02,4.846993700213475975e+00,1.809234389909726985e+02,1.725283147308766161e+02,1.787502245285332378e+02,1.865837906037042160e+02,6.612867592727712740e+00,3.554022259748389843e+02
2.753404338323486855e-01,2.597304773699696812e-01,2.503391522559266780e-01,1.237143919279211496e-01,3.600000000000000000e+02,4.005702439397748726e+00,1.800275482469168082e+02,1.712663504415071429e+02,1.814937003559621758e+02,1.849365148956127598e+02,1.291637820135535186e+00,3.561084363921891622e+02
9.979108442991421746e-02,2.064948656016814266e-01,1.965244782428488546e-01,1.390313867678740489e-01,3.600000000000000000e+02,4.087880609275272192e+00,1.800937859196159252e+02,1.712684583430079783e+02,1.794966670142229930e+02,1.843848499805143604e+02,1.116113099228183581e+00,3.562074256686552189e+02
2.705314198927576408e-01,2.164778868017511737e-01,2.216175610923573069e-01,1.390313867678740489e-01,3.600000000000000000e+02,4.241519259901677330e+00,1.800937859196159252e+02,1.758163431554553426e+02,1.763902007036959958e+02,1.842894567056658843e+02,1.215123559977678624e+00,3.560819781929470196e+02
2.740305214383942922e-01,2.657902080230920561e-01,2.551768461272616584e-01,2.370089440920523649e-01,3.600000000000000000e+02,4.103971202069561564e+00,1.809011868006285511e+02,1.710798045136934320e+02,1.788720397198017906e+02,1.844533222738022005e+02,6.576938116701962933e+00,3.550556352456747504e+02
9.002039310063833510e-02,2.425626884673806327e-01,6.996205393305517106e-02,2.720863289706678678e-01,3.600000000000000000e+02,4.263812382368652010e+00,1.802321474278251117e+02,1.767579165104130539e+02,1.767367381935523554e+02,1.854031782757244855e+02,2.240779632290118339e+00,3.553845235124061332e+02
