3.682440561036564919e+00,1.789883432594680246e-01,3.760956229031752862e+00,2.992446244891288631e-01,3.734378655201565089e-01,1.603328508952868714e-01,3.286556841476091506e-01,2.945346216635928438e-01,5.735853204846115272e-01,1.960710308750482703e-02,3.481224682210131594e+00,9.988332025230169109e-02
3.661821059839145853e+00,1.312521133775206850e-01,3.751014669610798880e+00,2.977260425869001637e-01,3.855650450016450681e-01,1.587882883333855411e-01,3.388023865419934055e-01,2.952661181397772117e-01,5.690326222336017370e-01,3.663371157332052236e-02,3.471961326052629637e+00,9.987215830616946732e-02
3.686963165685840593e+00,1.308743311873728221e-01,3.877055997172113688e+00,2.970514869425483484e-01,3.794937511790772433e-01,1.605499645210810011e-01,3.397304911179743203e-01,2.958759801501956166e-01,5.547005102014538336e-01,3.029777058776545948e-02,3.489714274801489768e+00,9.583643760195173500e-02
3.681355162549202031e+00,1.313010553221590493e-01,3.746421630090468025e+00,2.913594563006875471e-01,3.904997178150975135e-01,1.634665616143836098e-01,3.610332256784584137e-01,2.994974445306584077e-01,5.750165362192410923e-01,1.038796967497058327e-02,3.491193892572354240e+00,9.689644220848413203e-02
3.700899160161794654e+00,1.354561397805594813e-01,3.765958865844941883e+00,2.970403871163660448e-01,3.801692621706437292e-01,1.408225136746588113e-01,3.670443400113000965e-01,2.951751280253820386e-01,5.602258705377600734e-01,2.981295165794440455e-02,3.488173296067222040e+00,9.969991282679016575e-02
3.766528969282592509e+00,1.781461341426859857e-01,3.751064306221440159e+00,2.981748432557577710e-01,3.704190798003762497e-01,1.578299803098064946e-01,3.667003674253960788e-01,2.999660215347865755e-01,5.719027799800053824e-01,2.069260197034719639e-02,3.472419158499343794e+00,9.972649679810439982e-02
3.687201103301287919e+00,1.511354937101989371e-01,3.750623077004442418e+00,2.983140487268451380e-01,3.234929927047083265e-01,1.537635530843515785e-01,3.832575406523842654e-01,2.947046547268178940e-01,5.596126613938797734e-01,2.056305226307113612e-02,3.486514382715080185e+00,8.723017752721551332e-02
3.766732786832950541e+00,1.345974579136787752e-01,3.920875310120480073e+00,2.870189314626352961e-01,3.988319059694819813e-01,1.592072551847039941e-01,3.746825621013705199e-01,2.983562775595240968e-01,5.716803082194540364e-01,1.541844787061240341e-02,3.481350587655728468e+00,8.776086005354109820e-02
3.724752450334505749e+00,1.298913443155190195e-01,3.716064720089926610e+00,2.990047200181520926e-01,4.000000000000000222e-01,1.545347874969203728e-01,3.782596383186684896e-01,2.817328654643815877e-01,5.663698833610821826e-01,1.247777656988477944e-02,3.457868698096194571e+00,9.992082630761531248e-02
3.764287224078774585e+00,1.346909743330280684e-01,3.783673122255374555e+00,2.973182640706532043e-01,3.794937511790772433e-01,1.620101346351376925e-01,3.700626453898520074e-01,2.951736901239709887e-01,5.644039654545880413e-01,3.008441362889111015e-02,3.452434382953320391e+00,9.956791599569109197e-02
3.717987430039644270e+00,1.312240332722309222e-01,3.748699577943633621e+00,2.944938698174737746e-01,3.894293055826779648e-01,1.520503293554354707e-01,3.388023865419934055e-01,2.951499700369150103e-01,5.599077911739612778e-01,3.307451896703966082e-02,3.466515614301117321e+00,9.962620457578624800e-02
3.682792241475813189e+00,1.316304762694424368e-01,3.779610769874229614e+00,2.909792504479093433e-01,3.132842915951144502e-01,1.519223074670406903e-01,3.701280508742183506e-01,2.952503396619765574e-01,5.725454989117966242e-01,2.039158537265111509e-02,3.488252068354164681e+00,8.908765870919552188e-02
3.700018055928810057e+00,1.469149593958586075e-01,3.754955500532609403e+00,2.964316232561952091e-01,3.909026339931898630e-01,1.585438683318150244e-01,3.666611770998069453e-01,2.998234597857264983e-01,5.596382776828580097e-01,1.255840326376012235e-02,3.468934116000089496e+00,8.736841811873007069e-02
3.766431845979056892e+00,1.486802103775636263e-01,3.885376241323811541e+00,2.923171555622203766e-01,4.000000000000000222e-01,1.374689166150047104e-01,3.362593231329050192e-01,2.802671399906667693e-01,5.650220726122840986e-01,3.379354297716659350e-02,3.461511179210738032e+00,9.933712212110640261e-02
3.682792241475813189e+00,1.316304762694424368e-01,3.779610769874229614e+00,2.900740209688716931e-01,3.226888769825568271e-01,1.519223074670406903e-01,3.701280508742183506e-01,2.952503396619765574e-01,5.725454989117966242e-01,1.232721674347225967e-02,3.488252068354164681e+00,8.908765870919552188e-02
