1	2018	1	1	0	0	1.39	
1	2018	1	1	0	5	1.55	
1	2018	1	1	0	10	1.75	
1	2018	1	1	0	15	2.03	
1	2018	1	1	0	20	2.40	
1	2018	1	1	0	25	2.94	
1	2018	1	1	0	30	3.79	
1	2018	1	1	0	35	5.26	
1	2018	1	1	0	40	8.38	
1	2018	1	1	0	45	15.10	
1	2018	1	1	0	50	11.34	
1	2018	1	1	0	55	7.56	
1	2018	1	1	1	0	5.58	
1	2018	1	1	1	5	4.39	
1	2018	1	1	1	10	3.60	
1	2018	1	1	1	15	3.05	
1	2018	1	1	1	20	2.64	
1	2018	1	1	1	25	2.32	
1	2018	1	1	1	30	2.08	
1	2018	1	1	1	35	1.88	
1	2018	1	1	1	40	1.71	
1	2018	1	1	1	45	1.58	
1	2018	1	1	1	50	1.46	
1	2018	1	1	1	55	1.36	
