1	2018	1	1	0	0	1.68	
1	2018	1	1	0	5	1.88	
1	2018	1	1	0	10	2.13	
1	2018	1	1	0	15	2.46	
1	2018	1	1	0	20	2.92	
1	2018	1	1	0	25	3.57	
1	2018	1	1	0	30	4.60	
1	2018	1	1	0	35	6.40	
1	2018	1	1	0	40	10.18	
1	2018	1	1	0	45	18.34	
1	2018	1	1	0	50	13.78	
1	2018	1	1	0	55	9.19	
1	2018	1	1	1	0	6.78	
1	2018	1	1	1	5	5.33	
1	2018	1	1	1	10	4.38	
1	2018	1	1	1	15	3.70	
1	2018	1	1	1	20	3.20	
1	2018	1	1	1	25	2.82	
1	2018	1	1	1	30	2.52	
1	2018	1	1	1	35	2.28	
1	2018	1	1	1	40	2.08	
1	2018	1	1	1	45	1.92	
1	2018	1	1	1	50	1.78	
1	2018	1	1	1	55	1.66	
