1	2018	1	1	0	0	1.82	
1	2018	1	1	0	5	2.04	
1	2018	1	1	0	10	2.31	
1	2018	1	1	0	15	2.66	
1	2018	1	1	0	20	3.15	
1	2018	1	1	0	25	3.87	
1	2018	1	1	0	30	4.98	
1	2018	1	1	0	35	6.92	
1	2018	1	1	0	40	11.02	
1	2018	1	1	0	45	19.85	
1	2018	1	1	0	50	14.91	
1	2018	1	1	0	55	9.95	
1	2018	1	1	1	0	7.34	
1	2018	1	1	1	5	5.77	
1	2018	1	1	1	10	4.74	
1	2018	1	1	1	15	4.01	
1	2018	1	1	1	20	3.47	
1	2018	1	1	1	25	3.06	
1	2018	1	1	1	30	2.73	
1	2018	1	1	1	35	2.47	
1	2018	1	1	1	40	2.25	
1	2018	1	1	1	45	2.07	
1	2018	1	1	1	50	1.92	
1	2018	1	1	1	55	1.79	
