1	2018	1	1	0	0	1.06	
1	2018	1	1	0	5	1.18	
1	2018	1	1	0	10	1.34	
1	2018	1	1	0	15	1.55	
1	2018	1	1	0	20	1.83	
1	2018	1	1	0	25	2.25	
1	2018	1	1	0	30	2.89	
1	2018	1	1	0	35	4.02	
1	2018	1	1	0	40	6.41	
1	2018	1	1	0	45	11.54	
1	2018	1	1	0	50	8.67	
1	2018	1	1	0	55	5.78	
1	2018	1	1	1	0	4.27	
1	2018	1	1	1	5	3.36	
1	2018	1	1	1	10	2.75	
1	2018	1	1	1	15	2.33	
1	2018	1	1	1	20	2.02	
1	2018	1	1	1	25	1.78	
1	2018	1	1	1	30	1.59	
1	2018	1	1	1	35	1.44	
1	2018	1	1	1	40	1.31	
1	2018	1	1	1	45	1.21	
1	2018	1	1	1	50	1.12	
1	2018	1	1	1	55	1.04	
